discovery_run,source,query,query_translation,retrieved_at_utc,pmc_uid,pmcid,pmid,doi,title,pubdate,existing_48_candidate,automated_scope_flag
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13341244,PMC13341244,,10.1093/cid/ciag261,Renal and Cardiovascular Complications Following Type 2 Diabetes Mellitus in People With and Without HIV: Data From the Cohort Study on Morbidity and HIV in Sweden (COSMOHS) Between 2010 and 2024.,2026 Jul 8,yes,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13340667,PMC13340667,,10.2196/91051,Yiqi Fumai Lyophilized Injection for Improving Exercise Tolerance in Chronic Heart Failure: Protocol for a Prospective Cohort Study.,2026 Jul 7,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13337675,PMC13337675,,10.1007/s00420-026-02224-4,Occupational particle exposure and diabetes: a cohort study in Swedish construction workers.,2026 Jul 6,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13337053,PMC13337053,,10.1097/md.0000000000049321,"Mortality trends and projections for type 2 diabetes with concomitant Parkinson's versus Alzheimer's disease among older United States adults, 1999-2023: A retrospective cohort study.",2026 Jul 3,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13337000,PMC13337000,,10.1097/md.0000000000049567,Association between hemoglobin glycation index and new-onset diabetes mellitus in individuals with chronic liver disease: Findings from a prospective cohort study using CHARLS data.,2026 Jul 3,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13336533,PMC13336533,,10.2196/93631,Health-Related Digital Engagement and Incident Stroke Among Older Adults: Prospective Cohort Study.,2026 Jul 6,yes,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13335360,PMC13335360,,10.1186/s12933-026-03208-x,Comparative performance of insulin resistance-related indices in predicting adverse cardiovascular events among individuals with NAFLD and MASLD: a multi-center cohort study.,2026 Jul 4,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13337222,PMC13337222,,10.1093/eurheartj/ehaf677,Major cardiovascular events in first-degree relatives of individuals with elevated plasma lipoprotein(a): a registry-based cohort study.,2026 Jul 7,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13331199,PMC13331199,,10.1136/bmjno-2025-001538,Leucocytosis and outcomes in older ICU patients after ischaemic stroke: a binational multicentre cohort study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13331347,PMC13331347,,10.1093/bjsopen/zrag054,Development of a predictive model for postoperative body mass index and diabetes outcomes after metabolic bariatric surgery: retrospective cohort study.,2026 Jul 3,no,exclude_title:prediction_or_ml
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13329938,PMC13329938,,10.7189/jogh.16.04204,Conjoint association of gestational diabetes mellitus and hypertensive disorders of pregnancy with long-term risk of mortality: a population-based cohort study.,2026 Jul 3,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13329086,PMC13329086,,10.1111/ggi.70627,Association of Frailty and Its Trajectories With the Risk of Cardiovascular-Kidney-Metabolic Syndrome Progression: A Longitudinal Cohort Study.,2026 Jul,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13327202,PMC13327202,,10.1371/journal.pone.0352164,"Short-term effects of alcohol detoxification on cardiovascular, hematological, and oxidative stress biomarkers: A prospective cohort study.",2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13327123,PMC13327123,,10.1371/journal.pone.0351763,Heart failure hospitalization in patients with and without type 2 diabetes: A population-based retrospective cohort study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13322554,PMC13322554,,10.1371/journal.pone.0353113,Admission NT-proBNP provides stronger prognostic discrimination than the AHEAD score for 1-year mortality in hospitalized acute heart failure: A retrospective cohort study.,2026,no,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13310656,PMC13310656,,10.1111/ggi.70622,Associations of Handgrip Strength Weakness and Asymmetry With New-Onset Stroke in Middle-Aged and Older Adults: A Prospective Cohort Study in Europe.,2026 Jul,yes,requires_full_text_screen
DISC-2026-07-29-PMC-01,NCBI ESearch db=pmc,"(""2026/07/01""[Publication Date] : ""2026/07/29""[Publication Date]) AND open_access[filter] AND ""cohort study""[Title] AND (cardiovascular[Title] OR metabolic[Title] OR diabetes[Title] OR coronary[Title] OR stroke[Title] OR ""heart failure""[Title])","2026/07/01:2026/07/29[Date - Publication] AND ""open access""[Filter] AND ""cohort study""[Title] AND (""cardiovascular""[Title] OR ""metabolic""[Title] OR ""diabetes""[Title] OR ""coronary""[Title] OR ""stroke""[Title] OR ""heart failure""[Title])",2026-07-29T20:43:36+00:00,13138023,PMC13138023,,10.1590/2175-8239-jbn-2025-0241en,Impact of acute kidney injury on clinical and functional outcomes in patients undergoing coronary artery bypass grafting: a prospective cohort study.,2026 Jul-Sep,no,requires_full_text_screen
