pmcid,candidate_origin,prior_disposition,discovery_scope_flag,title,pmid,doi,ncbi_status,ncbi_pubdate,ncbi_epubdate,pmc_aws_status,pmc_aws_article_version,pmc_aws_license,pmc_aws_open_access,pmc_aws_retracted,pmc_aws_xml_url,europe_pmc_status,europe_pmc_first_publication_date,europe_pmc_electronic_publication_date,europe_pmc_first_index_date,europe_pmc_open_access,crossref_status,crossref_published_online,crossref_published_print,crossref_issued,crossref_created,crossref_deposited,crossref_relation,openalex_status,openalex_id,openalex_publication_date,openalex_updated_date,medrxiv_status,biorxiv_status,preprint_first_date,preprint_matches,unpaywall_status,computed_earliest_public_date,computed_earliest_public_source,date_lineages,date_conflict,crosscheck_disposition,human_date_review_required
PMC13374871,extended_discovery,,requires_full_text_screen,Association between glycemic control and chronic kidney disease development in older patients with type 2 diabetes: A retrospective cohort study.,,10.1371/journal.pone.0353388,complete,2026,2026 Jul 16,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13374871.1/PMC13374871.1.xml?md5=9f6c1f6fd875cb5aaea287edc75a3875,not_found,,,,,complete,2026-07-16,,2026-07-16,2026-07-16,2026-07-16,{},complete_unauthenticated_compatibility,https://openalex.org/W7169128529,2026-07-16,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-16,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13374916,extended_discovery,,exclude_title:genetic_or_omics,Correction: Plasma proteomic signatures of early retinal neurodegeneration in diabetes: a multi-cohort study.,,10.1371/journal.pmed.1005180,complete,2026 Jul,2026 Jul 16,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13374916.1/PMC13374916.1.xml?md5=d443d701f6146faa622d19157836f412,not_found,,,,,complete,2026-07-16,,2026-07-16,2026-07-16,2026-07-16,{},complete_unauthenticated_compatibility,https://openalex.org/W7168465481,2026-07-16,2026-07-23T08:03:31.855105,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,ncbi_pubdate,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13376105,extended_discovery,,requires_full_text_screen,Impact of Therapeutic Inertia on Glycemic Control and Diabetes-Related Complications in Type 2 Diabetes: A 3-Year Retrospective Cohort Study.,,10.1007/s44197-026-00615-x,complete,2026 Jul 15,2026 Jul 15,complete,1,CC BY-NC-ND,true,false,s3://pmc-oa-opendata/PMC13376105.1/PMC13376105.1.xml?md5=7de38ab4236f14fdee12ba9e08877384,not_found,,,,,complete,2026-07-15,,2026-07-15,2026-07-15,2026-07-16,{},complete_unauthenticated_compatibility,https://openalex.org/W7168402408,2026-07-15,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-15,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13376527,extended_discovery,,exclude_title:prediction_or_ml,Development and validation of a predictive model for the severity of hyperlipidemic acute pancreatitis based on the bedside index for severity in acute pancreatitis and metabolic score for insulin resistance: A retrospective cohort study.,,10.1177/03000605261467013,complete,2026 Jul,2026 Jul 16,complete,1,CC BY-NC,true,false,s3://pmc-oa-opendata/PMC13376527.1/PMC13376527.1.xml?md5=b7bc994c69b89a21f01efe2838436329,not_found,,,,,complete,2026-07-16,2026-07,2026-07,2026-07-17,2026-07-19,{},complete_unauthenticated_compatibility,https://openalex.org/W7169597406,2026-07-01,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13379011,extended_discovery,,requires_full_text_screen,Adolescent cognitive function and risk of gestational diabetes mellitus: A retrospective population-based cohort study.,,10.1371/journal.pone.0351780,complete,2026,2026 Jul 17,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13379011.1/PMC13379011.1.xml?md5=c7819c2573f128aefaea5e9309e24a98,not_found,,,,,complete,2026-07-17,,2026-07-17,2026-07-17,2026-07-17,{},complete_unauthenticated_compatibility,https://openalex.org/W7169536128,2026-07-17,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-17,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13380083,extended_discovery,,requires_full_text_screen,Ethnic and socioeconomic inequalities in stroke risk factors and primary prevention: the South London Stroke Register cohort study 1995-2024.,,10.1016/j.eclinm.2026.104061,complete,2026 Jul,2026 Jul 9,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13380083.1/PMC13380083.1.xml?md5=7de3c7ba4a0324f4f6917b5f61d50519,not_found,,,,,complete,,2026-07,2026-07,2026-07-09,2026-07-24,{},complete_unauthenticated_compatibility,https://openalex.org/W7167839761,2026-07-01,2026-07-25T15:57:00.446498,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13380770,extended_discovery,,requires_full_text_screen,Healthcare utilization patterns prior to a first heart failure diagnosis in a 90 day mortality cohort: A retrospective cohort study.,,10.1016/j.ijcrp.2026.200678,complete,2026 Sep,2026 Jul 4,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13380770.1/PMC13380770.1.xml?md5=219b3ecf1a83123f6c4af41d0cf96d80,not_found,,,,,complete,,2026-09,2026-09,2026-07-04,2026-07-25,{},complete_unauthenticated_compatibility,https://openalex.org/W7167357638,2026-07-04,2026-07-23T08:03:31.855105,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-04,ncbi_epubdate,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13381236,extended_discovery,,requires_full_text_screen,Association of healthy lifestyle with coronary artery disease risk varies by weight status: a prospective cohort study.,,10.3389/fnut.2026.1854100,complete,2026,2026 Jul 6,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13381236.1/PMC13381236.1.xml?md5=5cb9e2b774c66c5413147377bc8c4933,not_found,,,,,complete,2026-07-06,,2026-07-06,2026-07-06,2026-07-06,{},complete_unauthenticated_compatibility,https://openalex.org/W7167503031,2026-07-06,2026-07-25T15:57:00.446498,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-06,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13382457,extended_discovery,,requires_full_text_screen,Clinical outcomes of invasive versus conservative strategies for very high-risk patients with non-ST-elevation acute coronary syndrome: an observational cohort study in a real-world population of China.,,10.1016/j.eclinm.2026.104071,complete,2026 Jul,2026 Jul 14,complete,1,CC BY-NC-ND,true,false,s3://pmc-oa-opendata/PMC13382457.1/PMC13382457.1.xml?md5=4a5fd3e81c4bcf12563ad33abfb495e2,not_found,,,,,complete,,2026-07,2026-07,2026-07-14,2026-07-24,{},complete_unauthenticated_compatibility,https://openalex.org/W7168273787,2026-07-01,2026-07-25T15:57:00.446498,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13384269,extended_discovery,,requires_full_text_screen,Comparative effects of SGLT2 inhibitors and GLP-1 receptor agonists on osteoarthritis risk in patients with type 2 diabetes mellitus: A multi-institutional cohort study.,,10.1371/journal.pone.0353956,complete,2026,2026 Jul 20,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13384269.1/PMC13384269.1.xml?md5=e511ef881c3fb5c914357bcb53b60f33,not_found,,,,,complete,2026-07-20,,2026-07-20,2026-07-20,2026-07-20,{},complete_unauthenticated_compatibility,https://openalex.org/W7169773148,2026-07-20,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-20,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13384551,extended_discovery,,requires_full_text_screen,The prognostic value of the neutrophil percentage-to-albumin ratio for all-cause and cardiovascular mortality in chronic kidney disease: A retrospective cohort study using NHANES 1999 to 2018.,,10.1097/md.0000000000049786,complete,2026 Jul 17,,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13384551.1/PMC13384551.1.xml?md5=20ac17d9da178be2bfad056822731e5a,not_found,,,,,complete,,2026-07-17,2026-07-17,2026-07-17,2026-07-20,{},complete_unauthenticated_compatibility,https://openalex.org/W7169495878,2026-07-17,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-17,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13384559,extended_discovery,,requires_full_text_screen,Association of AISI and SIRI levels with mortality risk in patients with type 2 diabetes: A retrospective cohort study.,,10.1097/md.0000000000049713,complete,2026 Jul 17,,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13384559.1/PMC13384559.1.xml?md5=347306a3dfe3981628ab0bfd6943baab,not_found,,,,,complete,,2026-07-17,2026-07-17,2026-07-17,2026-07-20,{},complete_unauthenticated_compatibility,https://openalex.org/W7169548421,2026-07-17,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-17,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13384616,extended_discovery,,requires_full_text_screen,Pulse pressure trajectories and diabetes risk: A gender-specific cohort study.,,10.1097/md.0000000000049836,complete,2026 Jul 17,,complete,1,CC BY-NC,true,false,s3://pmc-oa-opendata/PMC13384616.1/PMC13384616.1.xml?md5=ba1634657672dbaab9407fbe851cf995,not_found,,,,,complete,,2026-07-17,2026-07-17,2026-07-17,2026-07-20,{},complete_unauthenticated_compatibility,https://openalex.org/W7169524134,2026-07-17,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-17,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13384665,extended_discovery,,requires_full_text_screen,Association between aggregate index of systemic inflammation and in-hospital new-onset AF in myocardial infarction with nonobstructive coronary arteries: A retrospective cohort study.,,10.1097/md.0000000000049760,complete,2026 Jul 17,,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13384665.1/PMC13384665.1.xml?md5=f76b84ed7a90e4b83c61716d9b0f40dc,not_found,,,,,complete,,2026-07-17,2026-07-17,2026-07-17,2026-07-20,{},complete_unauthenticated_compatibility,https://openalex.org/W7169527349,2026-07-17,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-17,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13384687,extended_discovery,,requires_full_text_screen,Clinical efficacy and safety of tenecteplase combined with argatroban for acute ischemic stroke: A single-center retrospective cohort study.,,10.1097/md.0000000000049809,complete,2026 Jul 17,,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13384687.1/PMC13384687.1.xml?md5=01cf8231bb6af6f0c6194f4d0e68639c,not_found,,,,,complete,,2026-07-17,2026-07-17,2026-07-17,2026-07-20,{},complete_unauthenticated_compatibility,https://openalex.org/W7169548358,2026-07-17,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-17,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13385107,extended_discovery,,requires_full_text_screen,"Unveiling a J-shaped association between the triglyceride-glucose index and in-hospital major adverse cardiovascular events in patients with acute myocardial infarction: a retrospective cohort study of 1,065 patients.",,10.3389/fcvm.2026.1830398,complete,2026,2026 Jul 7,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13385107.1/PMC13385107.1.xml?md5=29a4019aa61d1d54e9e9923a2e8e0ebc,not_found,,,,,complete,2026-07-07,,2026-07-07,2026-07-07,2026-07-07,{},complete_unauthenticated_compatibility,https://openalex.org/W7167591997,2026-07-07,2026-07-25T15:57:00.446498,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-07,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13385109,extended_discovery,,requires_full_text_screen,Association of non-high-density lipoprotein cholesterol to high-density lipoprotein cholesterol ratio (NHHR) with cardiovascular mortality in peritoneal dialysis patients: a prospective cohort study.,,10.3389/fnut.2026.1827345,complete,2026,2026 Jul 7,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13385109.1/PMC13385109.1.xml?md5=aa3319319827c1ed36e75e64ccc50eff,not_found,,,,,complete,2026-07-07,,2026-07-07,2026-07-07,2026-07-07,{},complete_unauthenticated_compatibility,https://openalex.org/W7167582730,2026-07-07,2026-07-25T15:57:00.446498,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-07,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13385274,extended_discovery,,requires_full_text_screen,Association of triglyceride-glucose and obesity-derived indices with the risk of aortic stenosis among individuals in cardiovascular-kidney-metabolic syndrome stages 0-3: a prospective cohort study from the UK Biobank.,,10.3389/fendo.2026.1844215,complete,2026,2026 Jul 7,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13385274.1/PMC13385274.1.xml?md5=4ab969157ee09271b0ff7a93441a3b3c,not_found,,,,,complete,2026-07-07,,2026-07-07,2026-07-07,2026-07-07,{},complete_unauthenticated_compatibility,https://openalex.org/W7167635718,2026-07-07,2026-07-25T15:57:00.446498,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-07,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13385450,extended_discovery,,requires_full_text_screen,Cardiovascular composite events and the healthy worker effect among noise-exposed workers: a retrospective cohort study.,,10.3389/fpubh.2026.1889187,complete,2026,2026 Jul 7,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13385450.1/PMC13385450.1.xml?md5=2c0f3e555c7565015d85768ac9b2b28b,not_found,,,,,complete,2026-07-07,,2026-07-07,2026-07-07,2026-07-07,{},complete_unauthenticated_compatibility,https://openalex.org/W7167604525,2026-07-07,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-07,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13385639,extended_discovery,,requires_full_text_screen,Safety of Short-T erm Low-Dose Olanzapine in Patients with Cancer and Diabetes Receiving Cisplatin-Based Chemotherapy: A Retrospective TriNetX Cohort Study.,,10.2147/dddt.s615968,complete,2026,2026 Jul 16,complete,1,CC BY-NC,true,false,s3://pmc-oa-opendata/PMC13385639.1/PMC13385639.1.xml?md5=bc2c74df11343cf69bf769209e9866f9,not_found,,,,,complete,2026-07,,2026-07,2026-07-16,2026-07-16,{},complete_unauthenticated_compatibility,https://openalex.org/W7168671977,2026-07-01,2026-07-25T09:21:30.201066,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13386084,extended_discovery,,exclude_title:prediction_or_ml,"Machine learning evaluation of clinical, social and behavioural factors influencing progression from pre-diabetes to type 2 diabetes: a retrospective cohort study in southeast Michigan.",,10.1136/bmjopen-2025-115135,complete,2026 Jul 16,2026 Jul 16,complete,1,CC BY-NC,true,false,s3://pmc-oa-opendata/PMC13386084.1/PMC13386084.1.xml?md5=ccfa5758f68a919a68ed0d73c6cc39bb,not_found,,,,,complete,2026-07-16,2026-07,2026-07,2026-07-16,2026-07-16,{},complete_unauthenticated_compatibility,https://openalex.org/W7168708700,2026-07-01,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13387849,prior_48+extended_discovery,strong,requires_full_text_screen,Sex Differences in Long-term Outcomes Following Coronary Artery Bypass Grafting: A Nationwide Population-Based Propensity Score-Matched Cohort Study.,,10.3346/jkms.2026.41.e161,complete,2026 Jul 20,2026 Jul 20,complete,1,CC BY-NC,true,false,s3://pmc-oa-opendata/PMC13387849.1/PMC13387849.1.xml?md5=c59655e40d610c8ff43ceeecdcdb339a,not_found,,,,,complete,2026,,2026,2026-04-10,2026-07-20,{},complete_unauthenticated_compatibility,https://openalex.org/W7153092300,2026-01-01,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-01-01,openalex_publication_date,bibliographic_index;crossref_derived_index,yes,unresolved_date_conflict,yes
PMC13388263,extended_discovery,,requires_full_text_screen,Predictors of unfavorable 3-month functional outcome following intravenous thrombolysis with alteplase in anterior circulation acute ischemic stroke: a prospective cohort study.,,10.3389/fnins.2026.1818367,complete,2026,2026 Jul 8,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13388263.1/PMC13388263.1.xml?md5=33a369b5804ac8e5f153210273d84677,not_found,,,,,complete,2026-07-08,,2026-07-08,2026-07-08,2026-07-08,{},complete_unauthenticated_compatibility,https://openalex.org/W7167720160,2026-07-08,2026-07-26T07:53:14.480251,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-08,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13388307,extended_discovery,,requires_full_text_screen,The association between C-reactive protein-triglyceride glucose index and all-cause mortality in patients with cardiovascular-kidney-metabolic syndrome: a single-center retrospective cohort study.,,10.3389/fcvm.2026.1832873,complete,2026,2026 Jul 8,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13388307.1/PMC13388307.1.xml?md5=0c373c734d38798c2eec4d5615dc1850,not_found,,,,,complete,2026-07-08,,2026-07-08,2026-07-08,2026-07-08,{},complete_unauthenticated_compatibility,https://openalex.org/W7167719704,2026-07-08,2026-07-26T07:53:14.480251,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-08,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13389146,extended_discovery,,requires_full_text_screen,Effectiveness and Safety of the MiniMed 780G Advanced Hybrid Closed-Loop System in Older Adults With Type 1 Diabetes: A Comparative Cohort Study.,,10.1177/11795514261471400,complete,2026,2026 Jul 21,complete,1,CC BY-NC,true,false,s3://pmc-oa-opendata/PMC13389146.1/PMC13389146.1.xml?md5=c1c8d1477a9c22b345a5f865795ab614,not_found,,,,,complete,2026-07-21,2026-07,2026-07,2026-07-21,2026-07-24,{},complete_unauthenticated_compatibility,https://openalex.org/W7169833126,2026-07-01,2026-07-28T07:46:37.118299,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13389202,extended_discovery,,requires_full_text_screen,Sex-specific risk factors for genital infections associated with SGLT2 inhibitors in type 2 diabetes: a retrospective cohort study and disproportionality analysis using JADER.,,10.1177/20420986261462669,complete,2026,2026 Jul 20,complete,1,CC BY-NC,true,false,s3://pmc-oa-opendata/PMC13389202.1/PMC13389202.1.xml?md5=0b38ff730e66e9fc913a167bf21bb4c3,not_found,,,,,complete,2026-07-20,2026-07,2026-07,2026-07-21,2026-07-23,{},complete_unauthenticated_compatibility,https://openalex.org/W7169847150,2026-07-01,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13389228,extended_discovery,,requires_full_text_screen,Relationship Between ST-Segment Resolution and Clinical Outcomes After Primary Percutaneous Coronary Intervention of Bifurcation Lesion in Patients With ST Elevation Myocardial Infarction: A Cohort Study.,,10.1002/hsr2.72620,complete,2026 Jul,2026 Jul 21,complete,1,CC BY-NC-ND,true,false,s3://pmc-oa-opendata/PMC13389228.1/PMC13389228.1.xml?md5=dcd280e930deb356fdf3dddfd92830a5,not_found,,,,,complete,2026-07-21,2026-07,2026-07,2026-07-22,2026-07-24,{},complete_unauthenticated_compatibility,https://openalex.org/W7170034234,2026-07-01,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13389884,extended_discovery,,requires_full_text_screen,Malnutrition-induced frailty and risk of early rehospitalization in heart failure: A Survival analysis from a prospective cohort study.,,10.12669/pjms.42.7.13245,complete,2026 Jul,,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13389884.1/PMC13389884.1.xml?md5=262f0708f6079c5faa637977ef0ad7a7,not_found,,,,,complete,2026-07-04,,2026-07-04,2026-07-04,2026-07-04,{},complete_unauthenticated_compatibility,https://openalex.org/W7167357065,2026-07-04,2026-07-26T07:53:14.480251,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,ncbi_pubdate,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13390809,extended_discovery,,requires_full_text_screen,Pragmatic cardiovascular-kidney-metabolic burden categories and 5-year all-cause mortality in Vietnamese outpatients: A retrospective cohort study.,,10.1371/journal.pone.0354433,complete,2026,2026 Jul 22,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13390809.1/PMC13390809.1.xml?md5=f0085111f8161138d8555d7aefdc7ddb,not_found,,,,,complete,2026-07-22,,2026-07-22,2026-07-22,2026-07-22,{},complete_unauthenticated_compatibility,https://openalex.org/W7170085780,2026-07-22,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-22,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13391297,extended_discovery,,requires_full_text_screen,Association between neutrophil percentage-to-albumin ratio and adverse clinical outcomes after successful percutaneous coronary intervention for chronic total occlusion: a cohort study.,,10.3389/fimmu.2026.1882018,complete,2026,2026 Jul 9,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13391297.1/PMC13391297.1.xml?md5=1a9918a7eb101f95d5a086a98bdcb874,not_found,,,,,complete,2026-07-09,,2026-07-09,2026-07-09,2026-07-09,{},complete_unauthenticated_compatibility,https://openalex.org/W7167841670,2026-07-09,2026-07-26T07:53:14.480251,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-09,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13393250,extended_discovery,,requires_full_text_screen,Joint longitudinal trajectories of the triglyceride-glucose index combined with BMI and waist-to-height ratio and incident cardiovascular disease: a prospective cohort study from the English longitudinal study of ageing.,,10.1186/s12933-026-03279-w,complete,2026 Jul 5,2026 Jul 5,complete,1,CC BY-NC-ND,true,false,s3://pmc-oa-opendata/PMC13393250.1/PMC13393250.1.xml?md5=7ba330f9b3dbfa0be87fd7d62aa98147,not_found,,,,,complete,2026-07-05,,2026-07-05,2026-07-05,2026-07-22,{},complete_unauthenticated_compatibility,https://openalex.org/W7167425511,2026-07-05,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-05,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13393562,extended_discovery,,requires_full_text_screen,"Associations of NLR, MLR, and (neutrophil + monocyte)/lymphocyte ratio with 30-day mortality in diabetic ICU patients with heart failure: A retrospective cohort study.",,10.1016/j.ijcha.2026.101977,complete,2026 Aug,2026 Jul 20,complete,1,CC BY-NC-ND,true,false,s3://pmc-oa-opendata/PMC13393562.1/PMC13393562.1.xml?md5=0de89cd8210679d591995810f82768dd,not_found,,,,,complete,,2026-08,2026-08,2026-07-20,2026-07-27,{},complete_unauthenticated_compatibility,https://openalex.org/W7169799445,2026-07-20,2026-07-25T05:54:39.514286,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-20,ncbi_epubdate,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13393584,extended_discovery,,requires_full_text_screen,Effect of dapagliflozin on mineral homeostasis in patients with type 2 diabetes: A real-world retrospective cohort study.,,10.1016/j.jtumed.2026.07.003,complete,2026 Aug,2026 Jul 20,complete,1,CC BY-NC-ND,true,false,s3://pmc-oa-opendata/PMC13393584.1/PMC13393584.1.xml?md5=0b2b32d16c2a36d7b3b7a76b912e41f0,not_found,,,,,complete,,2026-08,2026-08,2026-07-20,2026-07-20,{},complete_unauthenticated_compatibility,https://openalex.org/W7169773117,2026-07-20,2026-07-25T05:54:39.514286,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-20,ncbi_epubdate,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13394890,extended_discovery,,requires_full_text_screen,Predictive Value of Composite Inflammatory Markers for Stroke Prognosis: A Prospective Cohort Study.,,10.1002/acn3.70473,complete,2026 Jul 11,2026 Jul 11,complete,1,CC BY-NC-ND,true,false,s3://pmc-oa-opendata/PMC13394890.1/PMC13394890.1.xml?md5=58816232c8ffe8694ab2a3ed6c2bed3d,not_found,,,,,complete,2026-07-11,,2026-07-11,2026-07-11,2026-07-11,{},complete_unauthenticated_compatibility,https://openalex.org/W7168021570,2026-07-11,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-11,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13395082,extended_discovery,,requires_full_text_screen,GLP-1 receptor agonist use and overall survival among women with type 2 diabetes and breast cancer: a retrospective cohort study.,,10.1093/oncolo/oyag268,complete,2026 Jul 8,,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13395082.1/PMC13395082.1.xml?md5=404c00955de6703a75fb51aaf2b666bf,not_found,,,,,complete,2026-07-11,2026-07-08,2026-07-08,2026-07-10,2026-07-23,{},complete_unauthenticated_compatibility,https://openalex.org/W7168021799,2026-07-08,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-08,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13395440,extended_discovery,,requires_full_text_screen,Functional-level analysis of post-stroke social participation: A nationwide cohort study using the ICF framework.,,10.1371/journal.pone.0354691,complete,2026,2026 Jul 23,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13395440.1/PMC13395440.1.xml?md5=de3d2f800f5dd08a2f992c1b9a7ac5aa,not_found,,,,,complete,2026-07-23,,2026-07-23,2026-07-23,2026-07-23,{},complete_unauthenticated_compatibility,https://openalex.org/W7170199605,2026-07-23,2026-07-25T05:54:39.514286,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-23,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
